PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;"CODIGO
RENIPRESS
MODULAR";NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PALCA;GD-5;00002865;PUESTO DE SALUD RIO KAÑO;I-2;NACIONAL;SI;NO;-1740938875;-6954065286;ANEXO  RIO  KAÑO
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PALCA;GD-5;00002898;PUESTO DE SALUD VILAVILANI;I-2;NACIONAL;SI;NO;-1784968459;-6990590847;SECTOR VILAVILANI S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;SAMA;GD-2;00002916;PUESTO DE SALUD LAS YARAS;I-2;NACIONAL;NO;NO;-1786157035;-7055917422;AV. LOS HEROES S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TARATA;ESTIQUE;GD-4;00002927;PUESTO DE SALUD TALABAYA;I-2;NACIONAL;NO;NO;-1755182375;-6998742451;CALLE  CALVARIO  S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TARATA;ESTIQUE PAMPA;GD-4;00002928;PUESTO DE SALUD ESTIQUE PAMPA;I-2;NACIONAL;NO;NO;-1754040684;-7003000043;CALLE TACNA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TARATA;SUSAPAYA;GD-4;00002930;PUESTO DE SALUD SUSAPAYA;I-2;REGIONAL;NO;NO;-1735482411;-7013251898;CALLE TACNA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TARATA;TARATA;GD-5;00002932;CENTRO DE SALUD TARATA;I-3;REGIONAL;NO;NO;-1747975146;-7003532531;AV. 28 DE JULIO  Nº 132
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TARATA;TARATA;GD-5;00002870;PUESTO DE SALUD CONCHACHIRI;I-2;REGIONAL;SI;NO;-1728442445;-6971552569;CPM CONCHACHIRI
MEDICINA;SEDE CENTRAL;1;TACNA;SANIDAD DEL EJERCITO DEL PERU;TACNA;JORGE BASADRE;LOCUMBA;GD-3;00019472;CENTRO DE SALUD MILITAR FUERTE ARICA;I-2;EP;NO;NO;-1770411534;-7084482689;AV. LOS CLAVELES CDRA.3 S/N VILLA EL EDEN KM 1216 AV. PANAMERICANA SUR
MEDICINA;SEDE CENTRAL;1;TACNA;SANIDAD DEL EJERCITO DEL PERU;TACNA;TACNA;PACHIA;GD-3;00011493;ENFERMERIA DEL FUERTE  MICULLA;I-2;EP;NO;NO;-1788229095;-7013769802;PALCA KM 18 FRENTE A LA CARRETERA TACNA
MEDICINA;SEDE CENTRAL;1;TACNA;SANIDAD DEL EJERCITO DEL PERU;TACNA;TACNA;PALCA;GD-3;00011490;ENFERMERIA DEL FUERTE IQUIQUE - PALCA;I-2;EP;NO;NO;-1791247656;-700803015;AV. INTERNACIONAL COLLPA LA PAZ S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;ESSALUD;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;GD-1;00012273;POSTA MEDICA ZORRITOS;I-2;ESSALUD;NO;NO;-368050129;-8067904483;PROLONG. GRAU NRO. S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;ESSALUD;TUMBES;TUMBES;LA CRUZ;GD-1;00012274;POSTA MEDICA LA CRUZ;I-2;ESSALUD;NO;NO;-363787939;-8059508549;CALLE PIURA NRO. S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;ESSALUD;TUMBES;ZARUMILLA;ZARUMILLA;GD-2;00012271;POSTA MEDICA ZARUMILLA;I-2;ESSALUD;NO;NO;-349037687;-8026700674;PANAMERICANA NORTE KM. 1.4
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;GD-2;00001905;BARRANCOS.;I-1;NACIONAL;NO;NO;-412405948;-8097109721;BARRANCOS S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;GD-2;00001902;CANCAS;I-3;REGIONAL;NO;NO;-395202062;-8094725478;AV. PANAMERICANA Nº 1192 NUEVO CANCAS
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;GD-2;00001902;CANCAS;I-3;NACIONAL;NO;NO;-395202062;-8094725478;AV. PANAMERICANA Nº 1192 NUEVO CANCAS
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;CASITAS;GD-2;00001899;LA CHOZA;I-2;NACIONAL;NO;NO;-401767859;-8066457905;CASERIO LA CHOZA
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;CASITAS;GD-2;00001898;TRIGAL;I-1;NACIONAL;NO;NO;-384093768;-806740287;CASERIO TRIGAL S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;GD-1;00001903;ACAPULCO.;I-2;NACIONAL;NO;NO;-373843181;-8076744416;CALLE TUPAC AMARU Nº 216 ACAPULCO
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;GD-1;00001904;BOCAPAN.;I-1;NACIONAL;NO;NO;-370812298;-8072120786;AV. PANAMERICANA S/N BOCAPAN
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;GD-1;00001901;GRAU;I-2;NACIONAL;NO;NO;-366635541;-80630233;CALLE LOS TOPACIOS S/N GRAU
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;CORRALES;GD-2;00001868;MALVAL;I-2;NACIONAL;NO;NO;-362418914;-8046664131;JR. PLAZA DE ARMAS N° 131 MALVAL
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;CORRALES;GD-2;00001867;SAN ISIDRO;I-2;NACIONAL;NO;NO;-361316139;-8051074262;CALLE LOS ALGARROBOS S/N AA.HH. JUAN VELAZCO ALVARADO
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;LA CRUZ;GD-1;00001869;CLAS LA CRUZ;I-3;NACIONAL;NO;NO;-363820898;-8059322733;AV. INDEPENDENCIA N° 337
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;GD-1;00001876;CABUYAL;I-2;REGIONAL;SI;NO;-371563457;-8043656936;AV. JORGE ESPINOZA N° 118
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;GD-1;00001877;CRUZ BLANCA.;I-2;NACIONAL;SI;NO;-366890058;-8041996179;AV. 85 S/N CRUZ BLANCA
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;GD-2;00001878;EL LIMON;I-1;NACIONAL;SI;NO;-372783973;-8044168183;LIMON S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;GD-1;00001875;PAMPAS DE HOSPITAL;I-3;REGIONAL;NO;NO;-369752412;-8043716592;AV. ALIPIO ROSALES N° S/N PAMPAS DE HOSPITAL
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;GD-1;00001875;PAMPAS DE HOSPITAL;I-3;NACIONAL;NO;NO;-369752412;-8043716592;AV. ALIPIO ROSALES N° S/N PAMPAS DE HOSPITAL
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JACINTO;GD-2;00001907;CAPITAN HOYLE  *;I-1;REGIONAL;SI;NO;-408268018;-8049711037;CASERIO CAPITAN HOYLE N° 37
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JACINTO;GD-1;00001873;CASA BLANQUEADA;I-2;NACIONAL;SI;NO;-373461667;-80453705;CASA BLANQUEADA SECTOR TABLAZO S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JACINTO;GD-1;00001874;OIDOR.;I-1;REGIONAL;SI;NO;-372223;-8045902667;PUEBLO NUEVO OIDOR S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JACINTO;GD-1;00001870;SAN JACINTO;I-3;NACIONAL;SI;NO;-364215002;-8044800709;CALLE HORACIO PATIÑO N° 328
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JACINTO;GD-1;00001872;VAQUERIA;I-2;NACIONAL;SI;NO;-37061;-8045228333;CALLE PRINCIPAL S/N VAQUERIA
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JUAN DE LA VIRGEN;GD-2;00001880;CERRO BLANCO;I-1;NACIONAL;NO;NO;-36553337;-8042661599;CERRO BLANCO S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;SAN JUAN DE LA VIRGEN;GD-2;00001881;GARBANZAL;I-2;NACIONAL;NO;NO;-361178066;-8043368786;GARBANZAL S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;TUMBES;GD-2;00001884;CLAS ANDRES ARAUJO MORAN;I-3;REGIONAL;NO;NO;-355700516;-8042750694;URB.LISNHERT TUDELA MZ X LT 01
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;TUMBES;TUMBES;GD-1;00001883;PUERTO PIZARRO;I-2;NACIONAL;NO;NO;-3503105;-8039182833;AV. JOSE OLAYA S/N PTO. PIZARRO
MEDICINA;SEDE CENTRAL;2;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;AGUAS VERDES;GD-1;00001885;CLAS AGUAS VERDES;I-3;NACIONAL;NO;NO;-348552167;-8026060333;AV. REPUBLICA DEL PERU S/N AGUAS VERDES
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;AGUAS VERDES;GD-1;00001889;LOMA SAAVEDRA;I-2;REGIONAL;SI;NO;-350545702;-8022664548;LOMA SAAVEDRA S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;AGUAS VERDES;GD-1;00001887;POCITOS;I-2;NACIONAL;SI;NO;-350752;-8024152333;POCITOS
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;MATAPALO;GD-2;00001890;C.S MATAPALO;I-3;NACIONAL;SI;NO;-368242527;-8019982763;AV. ZARUMILLA S/N MATAPALO
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;PAPAYAL;GD-1;00001891;C.S. PAPAYAL;I-3;NACIONAL;NO;NO;-357233833;-8023539667;AV. PRINCIPAL S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;PAPAYAL;GD-1;00001892;LA PALMA;I-2;NACIONAL;SI;NO;-356252667;-8021510167;CALLE ABRAM CARRASCO
MEDICINA;SEDE CENTRAL;1;TUMBES;GOBIERNO REGIONAL;TUMBES;ZARUMILLA;PAPAYAL;GD-1;00001893;UÑA DE GATO;I-2;NACIONAL;SI;NO;-353718963;-8023234215;AV. PRINCIPAL S/N
MEDICINA;SEDE CENTRAL;2;TUMBES;SANIDAD DE LA MARINA DE GUERRA DEL PERU;TUMBES;TUMBES;TUMBES;GD-1;00008017;ENFERMERIA VILLA NAVAL -TUMBES;I-2;MGP;SI;NO;-35599234;-804546507;AV. LOS TUMPIS S/N VILLA NAVAL -TUMBES
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DE LA POLICIA NACIONAL DEL PERU;TUMBES;TUMBES;TUMBES;GD-1;00012088;"POLICLINICO POLICIAL ""LA CRUZ"" TUMBES";I-3;PNP;NO;NO;-356225308;-8045455164;AVENIDA TUMBES NORTE 706
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DEL EJERCITO DEL PERU;TUMBES;TUMBES;CORRALES;GD-3;00011997;ENFERMERIA FUERTE 5 DE JULIO;I-1;EP;NO;NO;-36034673;-804817466;PROLONGACIÒN ATAHUALPA S/N
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DEL EJERCITO DEL PERU;TUMBES;TUMBES;TUMBES;GD-2;00011996;CENTRO DE SALUD MILITAR VIRGEN DE FÁTIMA DE LA 9ª BRIGADA BLINDADA;I-3;EP;NO;NO;-356954711;-8044642904;HILARIO CARRASCO SIN NUMERO - TABLAZO
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DEL EJERCITO DEL PERU;TUMBES;TUMBES;TUMBES;GD-2;00027351;ENFERMERÍA FUERTE CHAMOCHUMBI;I-1;EP;NO;NO;-356588312;-8045784807;TUMBES
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DEL EJERCITO DEL PERU;TUMBES;TUMBES;TUMBES;GD-2;00020245;"POLICLINICO MILITAR ""GRAL BRIG JORGE GUIMAC BONIFAZ""";I-4;EP;NO;NO;-35695573;-804606256;AV. TACNA Nº 101
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DEL EJERCITO DEL PERU;TUMBES;ZARUMILLA;PAPAYAL;GD-2;00024749;"ENFERMERÍA DEL FUERTE ""PAPAYAL""";I-1;EP;NO;NO;-357032489;-8023255683;principal de papayal
MEDICINA;SEDE CENTRAL;1;TUMBES;SANIDAD DEL EJERCITO DEL PERU;TUMBES;ZARUMILLA;ZARUMILLA;GD-2;00026245;"ENFERMERÍA DEL FUERTE ""ZARUMILLA""";I-1;EP;NO;NO;-350397237;-8028679824;PANAMERICANA NORTE
MEDICINA;SEDE CENTRAL;1;UCAYALI;ESSALUD;UCAYALI;CORONEL PORTILLO;MANANTAY;GD-2;00032739;CENTRO DE SALUD MANANTAY - ESSALUD;I-3;ESSALUD;NO;NO;-83993618;-745624485;9
MEDICINA;SEDE CENTRAL;1;UCAYALI;ESSALUD;UCAYALI;CORONEL PORTILLO;YARINACOCHA;GD-2;00032194;CENTRO  DE SALUD ALAMEDAS - ESSALUD;I-3;ESSALUD;NO;NO;-83752266;-745598129;URUBAMBA
MEDICINA;SEDE CENTRAL;1;UCAYALI;ESSALUD;UCAYALI;PADRE ABAD;PADRE ABAD;GD-2;00031880;POSTA DE SALUD AGUAYTIA;I-2;ESSALUD;NO;NO;-90365467;-755155889;JUNTA VECINAL BARRIO UNIDO
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;RAIMONDI;GD-3;00005503;MALDONADILLO;I-2;REGIONAL;NO;NO;-823560456;-7468754889;CENTRO POBLADO MENOR MALDONADILLO S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;RAIMONDI;GD-4;00005512;MAPALCA;I-1;NACIONAL;SI;NO;-1073781367;-733925915;CC.NN. MAPALCA S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;RAIMONDI;GD-4;00005505;OBENTENI;I-2;REGIONAL;SI;NO;-1075778417;-7421848817;CENTRO POBLADO MENOR OBENTENI S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;SEPAHUA;GD-4;00005523;SEPAHUA;I-3;NACIONAL;SI;NO;-1114412683;-7304403767;AV.FRANCISCO ALVAREZ S/N BARRIO ROSARIO
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;TAHUANIA;GD-4;00005519;SEMPAYA;I-1;NACIONAL;SI;NO;-972444817;-741791505;CC.NN.SEMPAYA S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;TAHUANIA;GD-4;00005520;SHAHUAYA;I-1;REGIONAL;SI;NO;-984341817;-74100739;CC.NN. SHAHUAYA S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;ATALAYA;YURUA;GD-4;00005513;BREU;I-2;NACIONAL;SI;NO;-953087548;-7275966253;AV. INTERNACIONAL S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;CALLERIA;GD-3;00032247;NUEVA PUCALLPA KM 13.500;I-1;REGIONAL;NO;NO;0;0;LUIS VIVANCO PIMENTEL
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;CALLERIA;GD-3;00005461;TACSHITEA;I-2;NACIONAL;SI;NO;-804804576;-7465208643;JION MALECON UCAYALI  CASERIO TACSHITEA S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;GD-2;00007081;LA MERCED DE NESHUYA;I-2;REGIONAL;NO;NO;-853724815;-749648782;CARRETERA FEDERICO BASADRE 50 KM INTERIOR 8KM CASERIO LA MERCED DE NESHUYA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;GD-2;00005432;PIMENTAL;I-2;NACIONAL;NO;NO;-852192511;-7480811638;CARRETERA FEDERICO BASADRE KM.34 INTERIOR  5 CARRETERA TOURNAVISTA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;GD-2;00005431;SANTA ROSA KM. 50 CFB;I-1;NACIONAL;NO;NO;-857670051;-7490866559;CASERIO SANTA ROSA DE LIMA KM 50 S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;IPARIA;GD-4;00005499;GALILEA;I-2;REGIONAL;SI;NO;-909831115;-744698483;CASERIO GALILEA S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;IPARIA;GD-4;00005486;IPARIA;I-3;REGIONAL;SI;NO;-930282034;-7443845813;JR: IPARIA S/N  RIO ALTO UCAYALI
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MANANTAY;GD-1;00007453;LUZ Y PAZ;I-2;REGIONAL;NO;NO;-841825136;-7456018471;CABO PANTOJA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MANANTAY;GD-3;00005451;NUEVO SAN JUAN;I-2;NACIONAL;NO;NO;-851938385;-744106127;JIRON PERU S/N CENTRO POBLADO SAN JUAN
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MASISEA;GD-4;00005479;BELLA FLOR;I-2;NACIONAL;SI;NO;-885088309;-7426727309;CASERIO BELLA FLOR S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MASISEA;GD-4;00005475;CAIMITO;I-2;NACIONAL;SI;NO;-885535159;-7431485397;COMUNIDAD NATIVA CAIMITO S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MASISEA;GD-4;00005474;JUNIN PABLO;I-2;NACIONAL;SI;NO;-885374159;-7419844412;COMUNIDAD NATIVA JUNIN PABLO S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MASISEA;GD-3;00005469;MASISEA;I-3;REGIONAL;SI;NO;-860682974;-7430119009;GARCILAZO DE LA VEGA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MASISEA;GD-4;00005477;PUERTO ALEGRE;I-2;REGIONAL;SI;NO;-87254499;-7417811333;CASERIO PUERTO ALEGRE S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;MASISEA;GD-4;00005472;SANTA ROSA DE MASISEA;I-2;NACIONAL;SI;NO;-856971414;-7437492143;CASERIO SANTA ROSA DE MASISEA S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;GD-1;00005443;NUEVA REQUENA;I-3;NACIONAL;NO;NO;-831083833;-74861715;JIRON 9 DE OCTUBRE S/N KM 34 INTERIOR KM 20 NUEVA REQUENA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;GD-1;00005446;NUEVO PIURA;I-1;NACIONAL;NO;NO;-835452833;-7498313167;JR.REQUENA Nº 146
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;GD-1;00013174;SAN PABLO DE JUANTIA;I-1;REGIONAL;SI;NO;-823511833;-7489245333;CASERIO SAN PABLO DE JUANTIA S/N MARGEN IZQUIERDA DEL RIO AGUAYTIA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;YARINACOCHA;GD-3;00005536;ESPERANZA DE PANAILLO;I-2;NACIONAL;NO;NO;0;0;CENTRO POBLADO MENOR ESPERANZA DE PANAILLO
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;YARINACOCHA;GD-3;00005546;MARISCAL SUCRE;I-1;NACIONAL;NO;NO;-830378667;-7457035333;CASERIO MARISCAL SUCRE
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;YARINACOCHA;GD-2;00005538;SAN FRANCISCO DE YARINACOCHA;I-2;NACIONAL;NO;NO;-827610142;-7464147082;CASERIO SAN FRANCISCO S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;ALEXANDER VON HUMBOLDT;GD-3;00005416;VON HUMBOLTD;I-2;NACIONAL;NO;NO;-882603017;-7505052287;CALLE ARGENTINA S/N CENTRO POBLADO MAYOR ALEXANDER VON HUMBOLTD
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;CURIMANA;GD-2;00005424;BELLO HORIZONTE;I-2;NACIONAL;SI;NO;-844451341;-7525652436;CASERIO BELLO HORIZONTE -CARRETERA DE PENTRACION AGUAYTIA ENERGY
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;CURIMANA;GD-2;00005422;CURIMANA;I-3;NACIONAL;NO;NO;-84343698;-7515537242;AV. CURIMANA S/N  CENTRO POBLADO MENOR CURIMANA KM 36 CARRETERA NESHUYA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;CURIMANA;GD-2;00005423;LAS MALVINAS.;I-1;NACIONAL;NO;NO;-840492801;-7508764229;CASERIO LAS MALVINAS S/N KM 29 CARRETERA NESHUYA -CURIMANA 5KM
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;CURIMANA;GD-2;00006950;PUEBLO LIBRE CURIMANA;I-2;REGIONAL;SI;NO;-849818482;-7507619987;CARRETERA NESHUYA CURIMANA KM.21- CASERIO PUEBLO LIBRE CURIMANA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;IRAZOLA;GD-4;00010765;PUERTO NUEVO;I-1;NACIONAL;SI;NO;-911598047;-7525124023;CC.NN PUERTO NUEVO S/N RIO ARRIBA SAN ALEJANDRO
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;IRAZOLA;GD-3;00005408;SAN JUAN KM. 130;I-2;NACIONAL;NO;NO;-890376539;-7534367089;CASERIO SAN JUAN BAUTISTA S/N KM. 130 CARRETERA FEDERICO BASADRE
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;IRAZOLA;GD-3;00005409;SAN PEDRO DE CHIO;I-2;REGIONAL;NO;NO;-894114376;-7538986231;CASERIO SAN PEDRO DE CHIO S/N KM.138  CARRETERA FEDERICO BASADRE
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;NESHUYA;GD-2;00005415;MONTE ALEGRE-NESHUYA;I-3;NACIONAL;NO;NO;-863985408;-7496448719;CENTRO POBLADO MENOR MONTE ALEGRE S/N
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;NESHUYA;GD-2;00005418;MONTE DE LOS OLIVOS;I-2;NACIONAL;NO;NO;-859576039;-7500073324;CARRETERA NESHUYA-CUIMANA KM.7  CASERIO MONTE DE LOS OLIVOS
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;NESHUYA;GD-2;00005417;SAN JUAN KM. 71;I-1;NACIONAL;NO;NO;-871610544;-7500216357;CASERIO SAN JUAN KM. 71 CARRETERA FEDERICO BASADRE
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;PADRE ABAD;GD-2;00019070;NUEVA CHONTA;I-1;NACIONAL;NO;NO;-9036806;-755086796;CASERIO NUEVA CHONTA MARGEN IZQUIERDA RIO AGUAYTIA
MEDICINA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;PADRE ABAD;GD-2;00030640;PUESTO DE SALUD YAMINO;I-1;REGIONAL;NO;NO;-90739375;-756871265;COMUNIDAD NATIVA DE YAMINO
